UF;municipio; populacao 
BA;Jacobina;80518
BA;Jaguaquara;54423
BA;Jaguarari;33570
BA;Jaguaripe;18788
BA;Jandaira;10709
BA;Jequie;155966
BA;Jeremoabo;40463
BA;Jiquirica;14537
BA;Jitauna;11166
BA;Joao Dourado;25188
BA;Juazeiro;216707
BA;Jucurucu;9126
BA;Jussara;15284
BA;Jussari;5833
BA;Jussiape;6186
BA;Lafaiete coutinho;3724
BA;Lagoa Real;15665
BA;Laje;23840
BA;Lajedao;3955
BA;Lajedinho;3783
BA;Lajedo do Tabocal;8562
BA;Lamarao;8307
BA;Lapao;27223
BA;Lauro de Freitas;198440
BA;Lencois;11409
BA;Licinio de Almeida;12388
BA;Livramento de Nossa Senhora;45732
BA;Luis Eduardo Magalhaes;87519
BA;Macajuba;11348
BA;Macarani;18755
BA;Macaubas;49826
BA;Macurure;7824
BA;Madre de Deus;21093
BA;Maetinga;3161
BA;Maiquinique;10112
BA;Mairi;18676
BA;Malhada;16845
BA;Malhada de Pedras;8393
BA;Manoel Vitorino;13240
BA;Mansidao;13643
BA;Maracas;20834
BA;Maragogipe;44677
BA;Marau;20570
BA;Marcionilio Souza;10406
BA;Mascote;13822
BA;Mata de Sao Joao;46583
BA;Matina;12201
BA;Medeiros Neto;22688
BA;Miguel calmon;26023
BA;Milagres;10950
BA;Mirangaba;18338
BA;Mirante;8641
BA;Monte Santo;49418
BA;Morpara;8519
BA;Morro do chapeu;35413
BA;Mortugaba;12042
BA;Mucuge;9062
BA;Mucuri;41748
BA;Mulungu do Morro;10889
BA;Mundo Novo;26776
BA;Muniz Ferreira;7422
BA;Muquem de Sao Francisco;11348
BA;Muritiba;29399
BA;Mutuipe;22221
BA;Nazare;28525
BA;Nilo Pecanha;13997
BA;Nordestina;13130
BA;Nova canaa;16462
BA;Nova Fatima;7812
BA;Nova Ibia;6591
BA;Nova Itarana;8226
BA;Nova Redencao;9118
BA;Nova Soure;26947
BA;Nova Vicosa;43376
BA;Novo Horizonte;12385
BA;Novo Triunfo;15440
BA;Olindina;28229
BA;Oliveira dos Brejinhos;21825
BA;Ouricangas;8564
BA;Ourolandia;17451
BA;Palmas de Monte Alto;21750
BA;Palmeiras;9019
BA;Paramirim;21607
BA;Paratinga;32000
BA;Paripiranga;28989
BA;Pau Brasil;9831
BA;Paulo Afonso;117782
BA;Pe de Serra;13578
BA;Pedrao;7347
BA;Pedro Alexandre;16667
BA;Piata;17123
BA;Pilao Arcado;35048
BA;Pindai;16260
BA;Pindobacu;20150
BA;Pintadas;10437
BA;Pirai do Norte;10023
BA;Piripa;10707
BA;Piritiba;24755
BA;Planaltino;9322
BA;Planalto;26265
BA;Pocoes;46871
BA;Pojuca;39519
BA;Ponto Novo;14914
BA;Porto Seguro;148686
BA;Potiragua;7224
BA;Prado;28174
BA;Presidente Dutra;15142
BA;Presidente Janio Quadros;12338
BA;Presidente Tancredo Neves;27719
BA;Queimadas;25439
BA;Quijingue;27580
BA;Quixabeira;8972
BA;Rafael Jambeiro;22621
BA;Remanso;41008
BA;Retirolandia;14396
BA;Riachao das Neves;22339
BA;Riachao do Jacuipe;33436
BA;Riacho de Santana;35421
BA;Ribeira do Amparo;14592
BA;Ribeira do Pombal;53807
BA;Ribeirao do Largo;5812
BA;Rio de contas;12989
BA;Rio do Antonio;15371
BA;Rio do Pires;11655
BA;Rio Real;40732
BA;Rodelas;9331 (15)
BA;Ruy Barbosa;30814
BA;Salinas da Margarida;15667
BA;Salvador;2872347
BA;Santa Barbara;20791
BA;Santa Brigida;14213
BA;Santa cruz cabralia;27778
BA;Santa cruz da Vitoria;6315
BA;Santa Ines;10631
BA;Santaluz;37348
BA;Santa Luzia;12597
BA;Santa Maria da Vitoria;39845
BA;Santana;26614
BA;Santanopolis;8943
BA;Santa Rita de cassia;28338
BA;Santa Teresinha;10405
BA;Santo Amaro;60069
BA;Santo Antonio de Jesus;101512
BA;Santo Estevao;52850
BA;Sao Desiderio;33742
BA;Sao Domingos;9058
BA;Sao Felix;14740
BA;Sao Felix do coribe;15391
BA;Sao Felipe;21074
BA;Sao Francisco do conde;39802
BA;Sao Gabriel;18793
BA;Sao Goncalo dos campos;37550
BA;Sao Jose da Vitoria;5657
BA;Sao Jose do Jacuipe;10462
BA;Sao Miguel das Matas;11675
BA;Sao Sebastiao do Passe;44300
BA;Sapeacu;17398
BA;Satiro Dias;17273
BA;Saubara;12043
BA;Saude;12913
BA;Seabra;44091
BA;Sebastiao Laranjeiras;11434
BA;Senhor do Bonfim;79015
BA;Serra do Ramalho;31472
BA;Sento Se;40684
BA;Serra Dourada;17386
BA;Serra Preta;14878
BA;Serrinha;80861
BA;Serrolandia;13397
BA;Simoes Filho;134377
BA;Sitio do Mato;13012
BA;Sitio do Quinto;9986
BA;Sobradinho;23191
BA;Souto Soares;16979 (16)
BA;Tabocas do Brejo Velho;12518
BA;Tanhacu;20403
BA;Tanque Novo;17366
BA;Tanquinho;7918
BA;Taperoa;21074
BA;Tapiramuta;17010
BA;Teixeira de Freitas;160487
BA;Teodoro Sampaio;7425
BA;Teofilandia;22518
BA;Teolandia;14943
BA;Terra Nova;13033
BA;Tremedal;16394
BA;Tucano;50687
BA;Uaua;24240
BA;Ubaira;19895
BA;Ubaitaba;19056
BA;Ubata;27035
BA;Uibai;13887
BA;Umburanas;19222
BA;Una;19002
BA;Urandi;16658
BA;Urucuca;20519
BA;Utinga;19178
BA;Valenca;96562
BA;Valente;28473
BA;Varzea da Roca;14104
BA;Varzea do Poco;9170
BA;Varzea Nova;12697
BA;Varzedo;8838
BA;Vera cruz;43223 (17)
BA;Vereda;6205
BA;Vitoria da conquista;341597
BA;Wagner;9345
BA;Wanderley;12238
BA;Wenceslau Guimaraes;21101
BA;Xique-Xique;46483
MG;Abadia dos Dourados;6989
MG;Abaete;23237
MG;Abre campo;13454
MG;Acaiaca;3994
MG;Acucena;9470
MG;agua Boa;13735
MG;agua comprida;1999
MG;Aguanil;4486
MG;aguas Formosas;19207
MG;aguas Vermelhas;13539
MG;Aimores;25167
MG;Aiuruoca;6003
MG;Alagoa;2674
MG;Albertina;3007
MG;Alem Paraiba;35362
MG;Alfenas;79996
MG;Alfredo Vasconcelos;6907
MG;Almenara;41896
MG;Alpercata;7424
MG;Alpinopolis;19853
MG;Alterosa;14466
MG;Alto caparao;5847
MG;Alto Rio Doce;11000
MG;Alvarenga;3907
MG;Alvinopolis;15203
MG;Alvorada de Minas;3606
MG;Amparo do Serra;4713
MG;Andradas;41077
MG;cachoeira de Pajeu;9412
MG;Andrelandia;12224
MG;Angelandia;8520
MG;Antonio carlos;11445
MG;Antonio Dias;9318
MG;Antonio Prado de Minas;1598
MG;Aracai;2347
MG;Aracitaba;2063
MG;Aracuai;36708
MG;Araguari;117267
MG;Arantina;2795
MG;Araponga;8439
MG;Arapora;6869
MG;Arapua;2834
MG;Araujos;9273
MG;Araxa;106229
MG;Arceburgo;10772
MG;Arcos;40092
MG;Areado;15070
MG;Argirita;2727
MG;Aricanduva;5231
MG;Arinos;17875
MG;Astolfo Dutra;14179
MG;Ataleia;12868
MG;Augusto de Lima;4869
MG;Baependi;19148
MG;Baldim;7826
MG;Bambui;23829
MG;Bandeira;4795
MG;Bandeira do Sul;5746
MG;Barao de cocais;32485
MG;Barao de Monte Alto;5397
MG;Barbacena;137313
MG;Barra Longa;5131
MG;Barroso;20810
MG;Bela Vista de Minas;10255
MG;Belmiro Braga;3429
MG;Belo Horizonte;2512070
MG;Belo Oriente;26700
MG;Belo Vale;7715
MG;Berilo;11932
MG;Bertopolis;4604
MG;Berizal;4735
MG;Betim;439340
MG;Bias Fortes;3379
MG;Bicas;14494
MG;Biquinhas;2515
MG;Boa Esperanca;40127
MG;Bocaina de Minas;5090
MG;Bocaiuva;49979
MG;Bom Despacho;50605
MG;Bom Jardim de Minas;6474
MG;Bom Jesus da Penha;4217
MG;Bom Jesus do Amparo;6083
MG;Bom Jesus do Galho;14935
MG;Bom Repouso;10547
MG;Bom Sucesso;17603
MG;Bonfim;6868
MG;Bonfinopolis de Minas;5493
MG;Bonito de Minas;11230
MG;Borda da Mata;19412
MG;Botelhos;14971
MG;Botumirim;6319
MG;Brasilandia de Minas;16538
MG;Brasilia de Minas;32347
MG;Bras Pires;4333
MG;Braunas;4801
MG;Brazopolis;14459
MG;Brumadinho;40103
MG;Bueno Brandao;11001
MG;Buenopolis;10365
MG;Bugre;3982
MG;Buritis;24841
MG;Buritizeiro;28056
MG;cabeceira Grande;6949
MG;cabo Verde;14075
MG;cachoeira da Prata;3603
MG;cachoeira de Minas;11547
MG;cachoeira Dourada;2692
MG;caetanopolis;11624
MG;caete;44718
MG;caiana;5496
MG;cajuri;3987
MG;caldas;14480
MG;camacho;2901
MG;camanducaia;21770
MG;cambui;29551
MG;cambuquira;12814
MG;campanario;3721
MG;campanha;16665
MG;campestre;21055
MG;campina Verde;19745
MG;campo Azul;3817
MG;campo Belo;54029
MG;campo do Meio;11655
MG;campo Florido;8151
MG;campos Altos;15461
MG;campos Gerais;28774
MG;canaa;4563
MG;canapolis;12150
MG;cana Verde;5603
MG;candeias;14886
MG;cantagalo;4525
MG;caparao;5438
MG;capela Nova;4653
MG;capelinha;37784
MG;capetinga;6920
MG;capim Branco;9754
MG;capinopolis;16173
MG;capitao Andrade;5468
MG;capitao Eneas;15234
MG;capitolio;8632
MG;caputira;9298
MG;carai;23685
MG;caranaiba;3183
MG;carandai;25501
MG;carangola;33000
MG;caratinga;92062
MG;carbonita;9405
MG;careacu;6757
MG;carlos chagas;18837
MG;carmesia;2632
MG;carmo da cachoeira;12170
MG;carmo da Mata;11476
MG;carmo de Minas;14859
MG;carmo do cajuru;22478
MG;carmo do Paranaiba;30329
MG;carmo do Rio claro;21225
MG;carmopolis de Minas;19355
MG;carneirinho;10027
MG;carrancas;4047
MG;carvalhopolis;3579
MG;carvalhos;4478
MG;casa Grande;2257
MG;cascalho Rico;3075
MG;cassia;17740
MG;conceicao da Barra de Minas;3954
MG;cataguases;75123
MG;catas Altas;5376
MG;catas Altas da Noruega;3641
MG;catuji;6311
MG;catuti;4986
MG;caxambu;21656
MG;cedro do Abaete;1164
MG;central de Minas;7032
MG;centralina;10350
MG;chacara;3154
MG;chale;5704
MG;chapada do Norte;15356
MG;chapada Gaucha;13680
MG;chiador;2687
MG;cipotanea;6787
MG;claraval;4843
MG;claro dos Pocoes;7551
MG;claudio;28617
MG;coimbra;7556
MG;coluna;8873
MG;comendador Gomes;3111
MG;comercinho;6929
MG;conceicao da Aparecida;10292
MG;conceicao das Pedras;2812
MG;conceicao das Alagoas;27893
MG;conceicao de Ipanema;4574
MG;conceicao do Mato Dentro;17842
MG;conceicao do Para;5507
MG;conceicao do Rio Verde;13638
MG;conceicao dos Ouros;11638
MG;conego Marinho;7642
MG;confins;6730
MG;congonhal;11950
MG;congonhas;54762
MG;congonhas do Norte;5045
MG;conquista;6939
MG;conselheiro Lafaiete;128589
MG;conselheiro Pena;22921
MG;consolacao;1783
MG;contagem;663855
MG;coqueiral;9159
MG;coracao de Jesus;26602
MG;cordisburgo;8890
MG;cordislandia;3538
MG;corinto;23731
MG;coroaci;9991
MG;coromandel;27974
MG;coronel Fabriciano;109855
MG;coronel Murta;9222
MG;coronel Pacheco;3086
MG;coronel Xavier chaves;3434
MG;corrego Danta;3215
MG;corrego do Bom Jesus;3704
MG;corrego Fundo;6337
MG;corrego Novo;2771
MG;couto de Magalhaes de Minas;4410
MG;crisolita;6704
MG;cristais;12798
MG;cristalia;5971
MG;cristiano Otoni;5150
MG;cristina;10242
MG;crucilandia;5034
MG;cruzeiro da Fortaleza;3626
MG;cruzilia;15417
MG;cuparaque;4982
MG;curral de Dentro;7729
MG;curvelo;80129
MG;Datas;5410
MG;Delfim Moreira;8025
MG;Delfinopolis;7114
MG;Delta;10533
MG;Descoberto;5013
MG;Desterro de Entre Rios;7243
MG;Desterro do Melo;2901
MG;Diamantina;47723
MG;Diogo de Vasconcelos;3802
MG;Dionisio;7729
MG;Divinesia;3417
MG;Divino;19931
MG;Divino das Laranjeiras;4979
MG;Divinolandia de Minas;7571
MG;Divinopolis;238230
MG;Divisa Alegre;6786
MG;Divisa Nova;6011
MG;Divisopolis;11019
MG;Dom Bosco;3677
MG;Dom cavati;5072
MG;Dom Joaquim;4195
MG;Dom Silverio;5237
MG;Dom Vicoso;3001
MG;Dona Eusebia;6572
MG;Dores de campos;10153
MG;Dores de Guanhaes;5169
MG;Dores do Indaia;13483
MG;Dores do Turvo;4259
MG;Doresopolis;1527
MG;Douradoquara;1908
MG;Durande;7841
MG;Eloi Mendes;28076
MG;Engenheiro caldas;11134
MG;Engenheiro Navarro;7242
MG;Entre Folhas;5370
MG;Entre Rios de Minas;15298
MG;Ervalia;18895
MG;Esmeraldas;70552
MG;Espera Feliz;24951
MG;Espinosa;31617
MG;Espirito Santo do Dourado;4692
MG;Estiva;11354
MG;Estrela Dalva;2343
MG;Estrela do Indaia;3500
MG;Estrela do Sul;7978
MG;Eugenopolis;11275
MG;Ewbank da camara;3913
MG;Extrema;36225
MG;Fama;2377
MG;Faria Lemos;3241
MG;Felicio dos Santos;4753
MG;Sao Goncalo do Rio Preto;3167
MG;Felisburgo;7457
MG;Felixlandia;15336
MG;Fernandes Tourinho;3431
MG;Ferros;9820
MG;Fervedouro;11006
MG;Florestal;7461
MG;Formiga;67683
MG;Formoso;9562
MG;Fortaleza de Minas;4412
MG;Fortuna de Minas;2947
MG;Francisco Badaro;10332
MG;Francisco Dumont;5215
MG;Francisco Sa;26277
MG;Franciscopolis;5391
MG;Frei Gaspar;5880
MG;Frei Inocencio;9611
MG;Frei Lagonegro;3478
MG;Fronteira;18103
MG;Fronteira dos Vales;4581
MG;Fruta de Leite;5369
MG;Frutal;59496
MG;Funilandia;4349
MG;Galileia;6817
MG;Gameleiras;5109
MG;Glaucilandia;3150
MG;Goiabeira;3353
MG;Goiana;3966
MG;Goncalves;4350
MG;Gonzaga;6158
MG;Gouveia;11825
MG;Governador Valadares;279885
MG;Grao Mogol;15836
MG;Grupiara;1388
MG;Guanhaes;34319
MG;Guape;14245
MG;Guaraciaba;10324
MG;Guaraciama;4972
MG;Guaranesia;19021
MG;Guarani;8911
MG;Guarara;3796
MG;Guarda-Mor;6580
MG;Guaxupe;51917
MG;Guidoval;7078
MG;Guimarania;8039
MG;Guiricema;8392
MG;Gurinhata;5639
MG;Heliodora;6558
MG;Iapu;11004
MG;Ibertioga;5021
MG;Ibia;25199
MG;Ibiai;8395
MG;Ibiracatu;5400
MG;Ibiraci;13828
MG;Ibirite;180204
MG;Ibitiura de Minas;3488
MG;Ibituruna;2989
MG;Icarai de Minas;11990
MG;Igarape;43045
MG;Igaratinga;10860
MG;Iguatama;7947
MG;Ijaci;6550
MG;Ilicinea;12375
MG;Imbe de Minas;6903
MG;Inconfidentes;7328
MG;Indaiabira;7351
MG;Indianopolis;6891
MG;Ingai;2767
MG;Inhapim;24140
MG;Inhauma;6271
MG;Inimutaba;7515
MG;Ipaba;18607
MG;Ipanema;19861
MG;Ipatinga;263410
MG;Ipiacu;4221
MG;Ipuiuna;10079
MG;Irai de Minas;6987
MG;Itabira;120060
MG;Itabirinha;11512
MG;Itabirito;51875
MG;Itacambira;5385
MG;Itacarambi;18153
MG;Itaguara;13358
MG;Itaipe;12760
MG;Itajuba;96869
MG;Itamarandiba;34735
MG;Itamarati de Minas;4355
MG;Itambacuri;23211
MG;Itambe do Mato Dentro;2081
MG;Itamogi;10192
MG;Itamonte;15579
MG;Itanhandu;15331
MG;Itanhomi;12228
MG;Itaobim;21062
MG;Itapagipe;15243
MG;Itapecerica;21762
MG;Itapeva;9783
MG;Itatiaiucu;11146
MG;Itau de Minas;16108
MG;Itauna;93214
MG;Itaverava;5419
MG;Itinga;14990
MG;Itueta;6051
MG;Ituiutaba;104671
MG;Itumirim;6023
MG;Iturama;39263
MG;Itutinga;3788
MG;Jaboticatubas;20143
MG;Jacinto;12326
MG;Jacui;7686
MG;Jacutinga;25979
MG;Jaguaracu;3133
MG;Jaiba;38909
MG;Jampruca;5404
MG;Janauba;71648
MG;Januaria;67742
MG;Japaraiba;4350
MG;Japonvar;8134
MG;Jeceaba;4912
MG;Jenipapo de Minas;7692
MG;Jequeri;12386
MG;Jequitai;7531
MG;Jequitiba;5211
MG;Jequitinhonha;25391
MG;Jesuania;4787
MG;Joaima;15432
MG;Joanesia;4573
MG;Joao Monlevade;79910
MG;Joao Pinheiro;47452
MG;Joaquim Felicio;4695
MG;Jordania;10812
MG;Jose Goncalves de Minas;4501
MG;Jose Raydan;4995
MG;Josenopolis;4867
MG;Nova Uniao;5725
MG;Juatuba;26946
MG;Juiz de Fora;568873
MG;Juramento;4331
MG;Juruaia;10563
MG;Juvenilia;5724
MG;Ladainha;18111
MG;Lagamar;7613
MG;Lagoa da Prata;52165
MG;Lagoa dos Patos;4102
MG;Lagoa Dourada;13009
MG;Lagoa Formosa;18052
MG;Lagoa Grande;9532
MG;Lagoa Santa;64527
MG;Lajinha;19923
MG;Lambari;20814
MG;Lamim;3391
MG;Laranjal;6810
MG;Lassance;6512
MG;Lavras;103773
MG;Leandro Ferreira;3229
MG;Leme do Prado;4918
MG;Leopoldina;52587
MG;Liberdade;5069
MG;Lima Duarte;16698
MG;Limeira do Oeste;7536
MG;Lontra;9496
MG;Luisburgo;6266
MG;Luislandia;6699
MG;Luminarias;5446
MG;Luz;18215
MG;Machacalis;7111
MG;Machado;42133
MG;Madre de Deus de Minas;5098
MG;Malacacheta;18650
MG;Mamonas;6543
MG;Manga;18407
MG;Manhuacu;90229
MG;Manhumirim;22707
MG;Mantena;27644
MG;Maravilhas;7976
MG;Mar de Espanha;12814
MG;Maria da Fe;14095
MG;Mariana;60724
MG;Marilac;4115
MG;Mario campos;15416
MG;Maripa de Minas;2973
MG;Marlieria;4039
MG;Marmelopolis;2755
MG;Martinho campos;13388
MG;Martins Soares;8417
MG;Mata Verde;8586
MG;Materlandia;4459
MG;Mateus Leme;31086
MG;Matias Barbosa;14468
MG;Matias cardoso;11157
MG;Matipo;18908
MG;Mato Verde;12459
MG;Matozinhos;37820
MG;Matutina;3749
MG;Medeiros;3802
MG;Medina;20820
MG;Mendes Pimentel;6446
MG;Merces;10739
MG;Mesquita;5605
MG;Minas Novas;31484
MG;Minduri;3894
MG;Mirabela;13589
MG;Miradouro;10754
MG;Mirai;15014
MG;Miravania;4888
MG;Moeda;4919
MG;Moema;7517
MG;Monjolos;2220
MG;Monsenhor Paulo;8688
MG;Montalvania;14877
MG;Monte Alegre de Minas;21120
MG;Monte Azul;20854
MG;Monte Belo;13166
MG;Monte carmelo;47809
MG;Monte Formoso;4906
MG;Monte Santo de Minas;21524
